X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-122.1959102,47.61031244,1489,b0903350-9427-4d96-a4c1-f0d28976a175,Blazing Bagels - Bellevue,"10812 Main St, Bellevue, Washington, 98004",(425) 454-8709,https://www.blazingbagels.com,"takeout,delivery",Bakery.,2020/04/14 21:28:41.573+00,2020/04/30 15:48:36.920+00
-122.208399,47.47941,1490,37da411e-a071-4402-beba-0d2aa2740cf5,Blossom Vegetarian,"305 Burnett Ave S, Renton, Washington, 98057",(425) 430-1610,https://www.blossomrenton.com/,"takeout,curbside,delivery",Vegetarian cuisine. Grubhub,2020/04/14 21:28:41.573+00,2020/04/20 21:43:42.897+00
-122.1252719,47.68096514,1491,bc58e572-7e25-4913-af70-5201e6bf67f7,Blu Sardinia ,"8862 161st Ave NE, Redmond, Washington, 98052",(425) 242-0024,http://www.blusardinia.com ,"takeout,curbside",Italian cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 15:38:20.612+00
-122.03234,47.53486132,1493,05a42d66-8f52-4209-b1be-50b80559e515,"Boehm's Candies, Inc.","255 NE Gilman Blvd, Issaquah, Washington, 98027",(425)392-6652,http://www.Boehms.com,"takeout,curbside",Dessert.,2020/04/14 21:28:41.573+00,2020/05/11 16:42:48.192+00
-122.1249825,47.680146,1494,50fe3da0-4bd1-41bc-8206-ff5882ce3f1b,Boiling Point,"16118 NE 87th St, Redmond, Washington, 98052",4258675134,http://www.bpgroupusa.com,takeout,Open Sun-Thur 11 am-9 pm and Fri-Sat 11 am-9:30 pm,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2075007,47.4797583,1495,409ee1ac-1743-4c54-8fc7-70a0a98c55f5,Boon Boona Coffee,"724 S 3rd St, Renton, Washington, 98057",(206) 631-1118,http://www.boonboonacoffee.com/,curbside,Roasted coffee beans available online,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2031773,47.46234562,1496,1541c009-e016-4caa-894c-a5aacf132f00,Brewmaster's Taproom,"2000 Benson Rd S, Renton, Washington, 98055",(425) 264-6391,http://www.thebrewmasterstaproom.com/,curbside,Growler fills and beer to go,2020/04/14 21:28:41.573+00,2020/04/16 15:12:17.410+00
-122.1637297,47.62856164,1497,d9b0c6a7-aa53-4901-a4dc-79aaddb4351b,Briatore Pizza,"13238 NE 20th St, Bellevue, Washington, 98005",(425) 746-9100,http://www.briatorepizza.com,delivery,Pizza.,2020/04/14 21:28:41.573+00,2020/04/16 00:11:54.777+00
-122.2008611,47.63456317,1498,c882ba14-323b-4571-8540-170f014289ef,Brief Encounter Café,"2632 Bellevue Way NE, Bellevue, WA 98004",(425) 822-8830,http://thebriefencounter.dinehere.us/?fbclid=IwAR1s4gckkYv3613JHj-3TGLXfW7eay5hK1d7_VlhZllEvYCwCmoUz1YB75E,takeout,American cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 23:58:40.491+00
-122.0368131,47.53174627,1499,8a084e34-6995-4ef1-8710-355fcaa4e4ea,Bukhara Bar & Grill,"131 Front St N, Issaquah, Washington, 98027",(425)677-8464,http://www.bukharaissaquah.com,"takeout,curbside,delivery",Indian cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 01:49:49.343+00
-122.2123482,47.70493333,1500,a16ceb8c-9ad0-4f5d-949b-aab67ecc59ef,Bungalow at Juanita Beach,"9714 NE Juanita Dr, Kirkland, Washington, 98034",425-304-1214,http://www.jbbungalow.com,"takeout,curbside,delivery",Hawaiian-Asian cuisine. We are currently donating every gift card to feed our medical hero’s and first responders.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1989318,47.64216671,1501,c8dfe7ba-6353-4839-9c4f-5752cd91a778,Burgermaster - Bellevue,"10606 Northup Way, Bellevue, Washington, 98004",(425) 827-9566,https://burgermaster.biz/bellevue,"takeout,delivery",Fast casual cuisine. Online delivery available with DoorDash.,2020/04/14 21:28:41.573+00,2020/04/16 01:21:32.069+00
-122.2057924,47.67599987,1502,470a4f73-d913-4138-bad5-f1cb059ccc48,Cactus - Kirkland,"121 Park Ln, Kirkland, Washington, 98033",425-893-9799,http://www.cactusrestaurants.com,"takeout,curbside,delivery",Mexican cuisine. We are open from 4-8PM Sunday - Thursday and 3-9 Friday and Saturday.  ,2020/04/14 21:28:41.573+00,2020/04/16 01:12:55.406+00
-122.1966469,47.61954926,1503,0842a835-8d74-4095-a2b1-3e9620290e6c,Café Cesura,"1015 108th Ave NE, Bellevue, Washington, 98004",(425) 954-7277,http://www.cafecesura.com/,takeout,Coffee.,2020/04/14 21:28:41.573+00,2020/04/16 00:03:56.738+00
-122.164199,47.50460042,1504,1c22ea95-a5db-443f-9edd-255acfb7a91a,Café Durango,"1306 Union Ave NE, Renton, Washington, 98059",(425) 793-9501,http://www.mexicanfoodrenton.com/,"takeout,delivery",Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 01:38:34.609+00
-122.1492366,47.62709139,1505,b2e4ae61-0062-45e6-9321-2268250b60c6,Cafe Ori ,"14339 NE 20th St, Bellevue, Washington, 98007",(425) 747-8822,https://www.cafeoriwa.com/,"takeout,curbside,delivery","Taiwanese cuisine. Cafe Ori offers authentic and delicious tasting Taiwanese and Hong Kong style Chinese cuisine in Bellevue, WA. ",2020/04/14 21:28:41.573+00,2020/04/16 00:15:29.148+00
-122.1786585,47.711394,1506,318f683c-8733-43c2-b126-77517e762e41,Cafe Veloce,"12514 120th Ave NE, Kirkland, Washington, 98034",(425) 814-2972,https://cafeveloce.com/,"takeout,curbside",Italian cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.179464,47.8629,1507,e97a9787-b841-4f53-b07f-0481af4f30fc,Calabria Ristorante Italiano ,"3922 148th St SE, Bothell, Washington, 98012",(425) 379-7010,http://calabriamillcreek.com,"takeout,curbside",Italian cuisine. Daily specials,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.143743,47.535246,1508,710adcda-86ce-4d9a-a5b0-7a75a85192a2,Calcutta Grill at Newcastle ,"15500 6 Penny Ln, Renton, Washington, 98059",(425) 793-4646,http://www.newcastlegolf.com,"takeout,curbside",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.0352975,47.529009,1509,7bc9d509-1963-4f64-a830-f0e0002b86ed,Capri Cellars,"88 Front St S, Issaquah, Washington, 98027",(425)369-4289,http://www.capricellars.com,"takeout,curbside",Winery.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2071168,47.67629839,1510,bea6bf06-3396-4779-b07d-2ff7cb63cd2b,Casa Ricardos,"107 Lake St, Kirkland, Washington, 98033",(425) 285-9160,http://www.casaricardos.com,"takeout,curbside",Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 02:29:02.403+00
-122.1339922,47.58090036,1511,bc019c6a-209e-490a-b107-c521a66b3b63,Cascades Grille,"3225 158th Ave SE, Bellevue, Washington, 98008",(425) 644-2500,https://www.hilton.com/en/hotels/seables-embassy-suites-seattle-bellevue/dining/,takeout,American cuisine. 5 a.m. - 9 p.m.,2020/04/14 21:28:41.573+00,2020/04/15 23:26:48.990+00
-122.1570817,47.62632474,1512,74e7f7b3-7a21-4593-ab96-8a167bcdde13,Caspian Restuaurant,"1806 136th Pl NE, Bellevue, Washington, 98005",(425) 747-9500,https://www.caspianbellevue.com,takeout,Persian cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:12:39.332+00
-122.2020469,47.61663886,1513,cf0e6fd6-45ab-42cd-9b56-8671b291e643,Castilla Restaurant and Tapas,"504 Bellevue Sq, Bellevue, Washington, 98004",,https://www.castillarestaurant.com/,"takeout,curbside",Hispanic cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:01:46.069+00
-122.2052381,47.47941968,1514,96b76627-326c-4be1-9f80-541e91d0848c,Cedar River BBQ,"304 Wells Ave S, Renton, Washington, 98057",(425) 255-4820,http://www.cedarriversmokehouse.com/,"takeout,curbside,delivery",Barbecue cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 22:58:47.822+00
-122.2006677,47.61534258,1515,23154acc-8c78-4702-a2b9-899e814739f0,Central Bar & Kitchen,"10475 NE 6th St, Bellevue, Washington, 98004",(425) 578-7878,http://centralbar.com/,"takeout,curbside",American cuisine. All wine available for takeout.,2020/04/14 21:28:41.573+00,2020/04/15 23:56:27.019+00
-122.1980354,47.61226862,1516,f7b25bb5-7d85-4ad6-881a-abf1bddaa4e9,Cépaé,"258 106th Ave NE, Bellevue, Washington, 98004",,https://www.cepae.com/,takeout,Winery.,2020/04/14 21:28:41.573+00,2020/04/15 23:54:34.518+00
-122.1978735,47.596392,1517,3e4b8320-f093-4c80-a594-b7aceab22d2f,Chace's Pancake Corral,"1606 Bellevue Way SE, Bellevue, Washington, 98004",(425) 454-8888,,"takeout,delivery",Breakfast cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1968038,47.67206893,1518,f154a332-60df-4fdc-b96c-50bbad7e4776,Chainline Brewing Company,"503 6th St S, Kirkland, Washington, 98033",(425) 242-0923,http://www.chainlinebrew.com,"takeout,curbside,delivery",Brewery. Open daily from 1-7pm,2020/04/14 21:28:41.573+00,2020/04/16 01:18:30.632+00
-122.2021053,47.61588447,1519,f22e8ef3-ae55-4f82-8d35-f204ee5e8efc,Cheesecake Factory,"401 Bellevue Sq, Bellevue, Washington, 98004",(425) 450-6000,http://www.bit.ly/CheesecakeBellevue,"takeout,curbside",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 23:57:08.868+00
-122.018117,47.54350331,1520,642bf4af-b508-4957-bfc5-302625d1b837,Chinoise Cafe,"936 NE Park Dr, Issaquah, Washington, 98029",(425) 394-4177,http://chinoisecafe.com/,"curbside,delivery",Asian cuisine. 12pm - 8pm,2020/04/14 21:28:41.573+00,2020/04/16 01:39:53.665+00
-122.1319169,47.62159295,1521,ddfbfddb-c2b0-4748-9777-e5ef0c218ef9,Chipotle Mexican Grill,"1328 156th Ave NE, Bellevue, Washington, 98007",(425) 214-0011,http://www.chipotle.com,"takeout,delivery",Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:20:18.015+00
-122.1920035,47.618685,1522,2ffa73f3-f659-4906-b2e7-ccd8bfe33113,Cielo Cocina Mexicana,"958 111th Ave NE, Bellevue, Washington, 98004",(425) 449-8869,https://www.cielobellevue.com/,takeout,Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1787596,47.55181979,1523,d3d2aa33-aeb1-480e-a790-074b82157a32,Cloud Nine Burgers,"5630 119th Ave SE, Bellevue, Washington, 98006",(425) 747-4780,http://www.cloudnineburgers.com,takeout,American cuisine. Mon-Sat 11 a.m. - 8 p.m. and Sun 12 p.m. - 8 p.m.,2020/04/14 21:28:41.573+00,2020/04/16 01:33:37.575+00
-122.0362511,47.53692017,1524,32d9de37-121d-479a-8f20-fdac226c49e4,Coconut Thai Restaurant,"660 Front St N, Issaquah, Washington, 98027",(425)392-8893,http://www.coconutthaiwa.com,"takeout,curbside",Thai cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 23:15:15.675+00
-122.2075204,47.65686159,1525,4ab879e8-cded-4b12-a656-d9313af36a6f,Como at Carillon Point,"1270 Carillon Pt, Kirkland, Washington, 98033",(425) 563-3346,https://www.comousa.com,takeout,Italian cuisine. Receive a $25 bonus gift card when you purchase $100 in gift cards.,2020/04/14 21:28:41.573+00,2020/04/15 23:29:03.025+00
-122.1211483,47.67039744,1526,fa4737f5-74b5-4d76-be9b-86fa30d76fd0,Cow Chip Cookies,"7330 164th Ave. NE, Ste E100 Redmond, WA 98052",(425) 376-2548,http://www.cowchipcookies.com/,"takeout,delivery",Dessert. Delivery available via Postmates.,2020/04/14 21:28:41.573+00,2020/04/16 00:28:52.383+00
-122.1200332,47.66990918,1527,7c84c5fb-c978-42ec-bd39-ccbfa15206c6,Creperie de Paris,"16503 NE 74th St, Redmond, Washington, 98052",(425) 233-1761,,"takeout,delivery","Bakery. Sandwiches, crêpes, and coffee available to-go or for delivery.",2020/04/14 21:28:41.573+00,2020/04/16 14:47:13.739+00
-122.0421477,47.69400378,1528,ca29168a-2059-4b91-a57c-c0c647b19496,Cypress Coffee Company,"22310 NE Marketplace Dr, Redmond, Washington, 98053",(425) 202-7242,https://www.cypresscoffeecompany.com/,takeout,Coffee.,2020/04/14 21:28:41.573+00,2020/04/16 15:46:17.481+00
-122.2041232,47.67665297,1529,8358267d-965b-43d8-92d0-e56bb19e83f4,Dakshin South Indian Resturant,"238 Park Ln, Kirkland, Washington, 98033",425-803-0330,http://www.dakshinbistro.com,"takeout,curbside,delivery",Indian cuisine. Call restaurant@425-803-0330 for updated business hours,2020/04/14 21:28:41.573+00,2020/04/16 01:15:26.057+00
-122.1943216,47.68199977,1530,21e14329-59fc-4cef-a4ba-7842fbfe8a54,DERU Market,"723 9th Ave, Kirkland, Washington, 98033",4252980268,http://www.derumarket.com,"takeout,curbside,delivery",New American cuisine. Open 7 days a week,2020/04/14 21:28:41.573+00,2020/04/16 01:17:24.501+00
-122.151456,47.628342,1531,95be4fef-8805-4b6d-9dd0-432ec703e685,Dickey's Barbecut Pit - Bellevue,"14150 NE 20th St, Bellevue, Washington, 98007",(425) 747-4659,https://orders.dickeys.com/order?storeNumber=684&categoryId=1,"takeout,delivery",Barbecue cuisine.,2020/04/14 21:28:41.573+00,2020/04/30 14:50:04.262+00
-122.2004252,47.61715023,1532,3b03f564-369c-4661-a222-4e35f3ce6356,Din Tai Fung Lincoln Square,"700 Bellevue Way NE, Bellevue, Washington, 98004",(425) 698-1095,http://www.dintaifungusa.com/,takeout,Chinese cuisine.,2020/04/14 21:28:41.573+00,2020/04/25 23:56:23.463+00
-122.2102368,47.68737441,1533,fb299185-8a0d-43d6-8c29-d4d23349141a,Divinity Coffee Co.,"1431 Market St, Kirkland, Washington, 98033",(425)577-4400 ,,takeout,Coffee. Follow Divinity Coffee Co./ divinitycoffeeco on Instagram & Facebook for updates on hours & specials! ,2020/04/14 21:28:41.573+00,2020/04/16 01:07:16.082+00
-122.0363147,47.53153506,1534,90787d8f-ad39-49e3-ae56-3f4d81ba5516,Dominos Pizza - Issaquah,"108 Front St N, Issaquah, Washington, 98027",(425)392-1003,http://www.pizza.dominos.com/washington/issaquah,"takeout,curbside,delivery",Pizza.,2020/04/14 21:28:41.573+00,2020/04/16 01:49:25.850+00
-122.1194925,47.670498,1535,b88cabaf-7018-49e6-8331-2c95c490b919,Dong Tin Chun,"7425 166th Ave NE, Redmond, Washington, 98052",(425) 882-7311,http://dongtingchun.net/#,takeout,Chinese cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.114079,47.670894,1536,dbd022d7-20da-4a72-b783-b8df0659e7b6,Dough Zone - Redmond,"7625 170th Ave NE, Redmond, Washington, 98052",(425) 702-8888,https://www.doughzonedumplinghouse.com/,"takeout,delivery","Chinese cuisine. Free delivery with Caviar with promo code ""DZ10"".",2020/04/14 21:28:41.573+00,2020/04/30 14:51:23.120+00
-122.1272239,47.67695322,1537,1a70fe19-6c0a-4728-8ef9-c06a20e3c87b,Eastside Beerworks,"8300 160th Ave NE, Redmond, Washington, 98052",(425) 968-8394,https://eastsidebeerworks.com/welcome/index,"takeout,delivery",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:40:54.981+00
-122.1309607,47.62717006,1538,a1ee9ea3-b363-4fe0-9a65-27f3148291ad,El Maestro del Taco,"1836 156th Ave NE, Bellevue, Washington, 98007",(425) 240-7708,https://www.doordash.com/store/el-maestro-del-taco-bellevue-682809/en-US,"takeout,delivery",Mexican cuisine. Delicious Taco Truck. You can order on Doordash for delivery.,2020/04/14 21:28:41.573+00,2020/04/16 00:20:57.034+00
-122.1232423,47.67364396,1539,93c06930-476f-455e-b2df-e0590963c025,El Toreador,"7845 Leary Way NE, Redmond, Washington, 98052",(425) 883-7570,https://www.eltoreador.com,takeout,Mexican cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:33:07.044+00
-122.2238705,47.47020158,1540,da7b1eb7-62f6-4dfe-a7ae-6b1edb659c8f,Espresso Daviso,"451 SW 10th St, Renton, Washington, 98057",(425) 271-4371,http://www.facebook.com/espressodaviso/,"takeout,curbside",Coffee.,2020/04/14 21:28:41.573+00,2020/04/16 15:11:17.013+00
-122.2028061,47.61981643,1541,5f7a5b87-6ff5-4b6b-8ab8-146ceb03a2f4,Facing East,"1075 Bellevue Way NE, Bellevue, Washington, 98004",(425) 688-2986,http://www.facingeastrestaurant.com/,takeout,Chinese cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 01:24:53.410+00
-122.1118052,47.6703353,1542,7764b5f6-94d6-4906-bf8c-5709725930e9,Fatburger,"17181 Redmond Way, Redmond, Washington, 98052",(425) 497-8809,https://locations.fatburger.com/united-states/wa/redmond/17181-redmond-way,"takeout,delivery","American cuisine. Free delivery with Postmates using promocode ""FATBURGERNOW"".",2020/04/14 21:28:41.573+00,2020/04/16 00:23:10.497+00
-122.0383171,47.54604779,1543,91ec8331-2778-47ab-81db-befdb4124475,Fatburger & Buffalo's Express,"6220 E Lake Sammamish Pkwy SE, Issaquah, Washington, 98029",(425) 837-1670,https://postmates.com/merchant/fatburger-6220-e-lake-sammamish-pkwy-se?client=customer.web&version=3.0.0,"takeout,delivery",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 01:42:27.860+00
-122.2046256,47.61023163,1544,573a6689-a730-4505-8fd2-14948f5748d6,Fern Thai,"10134 Main St, Bellevue, Washington, 98004",,https://www.fernthaionmain.com/,takeout,Thai cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.0368527,47.53294323,1545,3e1c296a-5678-4fea-bc29-0f0bfb71f092,Fin's Bistro,"301 Front St N, Issaquah, Washington, 98027",(425)392-0109,http://www.finsbistroissaquah.com,"takeout,curbside",Seafood cuisine. 30% off wine bottles,2020/04/14 21:28:41.573+00,2020/04/16 01:51:01.593+00
-122.2076002,47.4786664,1546,910c8a21-93b3-4329-957b-1b05993d300c,Fit Bar Café,"332 Burnett Ave S, Renton, Washington, 98057",(206) 371-4078,https://fitbarcafe.com/,"takeout,curbside",Beverages. Acai Bowls. Energy shakes/smoothies,2020/04/14 21:28:41.573+00,2020/04/22 18:37:53.559+00
-122.0501752,47.54342401,1547,c3a0a69b-6c82-4085-ae7b-ee490af5b110,Five Guys - Issaquah,"775 NW Gilman Blvd, Issaquah, Washington, 98027",(425) 392-3005,https://order.fiveguys.com/menu/commons/,"takeout,curbside,delivery",Burgers.,2020/04/14 21:28:41.573+00,2020/04/30 14:59:14.116+00
-122.1988105,47.62075356,1548,441d2636-ec8c-4c1b-95f1-cb25623231f0,Flo Japanese Restaurant,"1150 106th Ave NE, Bellevue, Washington, 98004",(425) 453-4005,http://www.florestaurant.com/,takeout,Japanese cuisine,2020/04/14 21:28:41.573+00,2020/04/16 00:03:02.760+00
-122.1690007,47.71048931,1549,90f4ca48-4836-4868-bc17-4469f9a6b553,Flycaster Brewing,"12815 NE 124th St, Kirkland, Washington, 98034",206-963-6626,http://www.flycasterbrewing.com,"takeout,curbside",Brewery. Reduced hours Tues-Sun 4-7 p.m. Can email or call for pre-order and online payment. ,2020/04/14 21:28:41.573+00,2020/04/16 00:52:22.472+00
-122.0351895,47.529819,1550,239fa3a4-0982-4d6a-a54d-d554ee70935b,Flying Pie Pizza,"30 Front St S, Issaquah, Washington, 98027",(425)391-2407,http://www.flyingpiepizzeria.com,"takeout,curbside,delivery",Pizza.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1893775,47.6073,1551,df665366-79a0-4df3-872f-cbcaf004ca15,Food Trucks at Bellevue Hilton,"300 112th Ave SE, Bellevue, Washington, 98004",,https://streetfoodfinder.com/bellevuehilton,takeout,Fast casual cuisine. Visit in-person or order online using the Street Food Finder app or website.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.0364532,47.53506855,1552,9a6323ae-6094-4b4d-a5db-71b3776780a3,Forest Fairy Bakery,"485 Front St N, Issaquah, Washington, 98027",(425)392-8588,http://www.forestfairybakery.com,"takeout,curbside,delivery",Bakery.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.0581688,47.5459576,1553,c8c59423-cfbd-434a-afdb-24fe4f8a00a3,Frankie's Pizza,"1420 NW Gilman Blvd, Issaquah, Washington, 98027",(425)427-6737,http://www.frankies-pizza.com,"takeout,delivery",Pizza.,2020/04/14 21:28:41.573+00,2020/04/16 02:36:52.712+00
-122.035464,47.529,1554,98ac81df-001d-402f-83ce-bd0a3ba8006f,Fresh The Juice Bar,"90 Front St S, Issaquah, Washington, 98027",(425)961-0083,https://www.facebook.com/FreshtheJuiceBar/,"takeout,curbside,delivery","Beverages. Call to make smoothie donation for First Responders, Retirement Homes, Hospitals",2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.1707374,47.71001169,1555,7fc496d8-a0da-4cfd-a31b-3df16ce67cd2,G Deli,"12723 NE 124th St, Kirkland, WA 98034",(425) 825-0149,,takeout,American cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 00:51:37.463+00
-122.0620412,47.54600924,1556,7609e63f-9090-4dde-b24f-c07e30f10b39,Garlic Crush,"1620 NW Gilman Blvd, Issaquah, Washington, 98027",(425)295-7490,http://garliccrush.com/order-online-issaquah/,"takeout,delivery",Mediterranean cuisine.,2020/04/14 21:28:41.573+00,2020/04/15 23:24:27.924+00
-122.0587115,47.54414571,1557,070cf32e-81d7-4b60-9695-09ac4f85f8c0,Gaslamp Bar and Grill,"1315 NW Mall St, Issaquah, Washington, 98027",(425)392-4547,http://www.gaslampbarandgrill.com,"takeout,delivery","American cuisine. Doordash for delivery, call to order takeout",2020/04/14 21:28:41.573+00,2020/04/15 23:21:47.636+00
-122.2075143,47.72149401,1558,836caa8e-f223-4ac2-89b4-446dd58887dd,Get Up and Go Espresso,"13510 100th Ave NE, Kirkland, Washington, 98034",(425) 820-5820,,"takeout,curbside",Coffee.,2020/04/14 21:28:41.573+00,2020/04/16 15:34:51.010+00
-122.205384,47.61023651,1559,0a9c56d7-ea07-457b-882b-fb361bcfa4dd,Gilbert's on Main,"10024 Main St, Bellevue, Washington, 98004",(425) 455-5650,http://www.gilbertsonmain.com/,"takeout,delivery",American cuisine.,2020/04/14 21:28:41.573+00,2020/04/14 21:28:41.573+00
-122.2082757,47.72113449,1560,fb7f329a-8155-4d89-96df-2b5f32fd2021,Great China,"13501 100th Ave NE, Kirkland, Washington, 98034",425-821-1624,http://www.greatchinawa.com/,takeout,Chinese cuisine.,2020/04/14 21:28:41.573+00,2020/04/16 15:36:03.152+00
-122.1429013,47.68635695,1561,5e0bdd8e-6d46-437f-924f-0b107871e0dc,Green Apple Events & Catering,"14828 NE 95th St, Redmond, Washington, 98052",(425) 298-0767,http://www.greenappleec.com,"takeout,curbside,delivery","American cuisine. We are offering Drive Thru Catering - meals for the week picked up on Tuesdays, GrubHub and Delivery. ",2020/04/14 21:28:41.573+00,2020/04/16 00:44:53.275+00
